1,NM,661,737,956,FAKE_DATA,0.0,0.0
2,NC,249,432,1325,FAKE_DATA,0.0,0.0
3,NG,294,537,1087,FAKE_DATA,0.0,0.0
4,NO,485,867,1101,FAKE_DATA,0.0,0.0
5,NC,562,406,963,FAKE_DATA,0.0,0.0
6,NG,148,83,1213,FAKE_DATA,0.0,0.0
7,NJ,401,354,1285,FAKE_DATA,0.0,0.0
8,NH,227,981,941,FAKE_DATA,0.0,0.0
9,NC,200,96,1170,FAKE_DATA,0.0,0.0
10,NO,616,287,1118,FAKE_DATA,0.0,0.0
11,NN,574,868,1194,FAKE_DATA,0.0,0.0
12,NM,133,17,1284,FAKE_DATA,0.0,0.0
13,NJ,676,499,1239,FAKE_DATA,0.0,0.0
14,NG,471,37,921,FAKE_DATA,0.0,0.0
15,NH,238,284,1155,FAKE_DATA,0.0,0.0
16,NM,744,876,1066,FAKE_DATA,0.0,0.0
17,NC,70,578,1226,FAKE_DATA,0.0,0.0
18,NJ,391,503,994,FAKE_DATA,0.0,0.0
19,NG,308,241,966,FAKE_DATA,0.0,0.0
20,NG,666,903,1039,FAKE_DATA,0.0,0.0
21,NO,562,426,1185,FAKE_DATA,0.0,0.0
22,NG,78,68,915,FAKE_DATA,0.0,0.0
23,NH,695,392,1213,FAKE_DATA,0.0,0.0
24,NO,15,513,1335,FAKE_DATA,0.0,0.0
25,NN,74,255,1093,FAKE_DATA,0.0,0.0
26,NN,992,369,1067,FAKE_DATA,0.0,0.0
27,NJ,750,422,1132,FAKE_DATA,0.0,0.0
28,NG,29,594,1064,FAKE_DATA,0.0,0.0
29,NN,633,671,1077,FAKE_DATA,0.0,0.0
30,NM,674,466,986,FAKE_DATA,0.0,0.0
31,NM,825,184,1147,FAKE_DATA,0.0,0.0
32,NC,723,905,1278,FAKE_DATA,0.0,0.0
33,NH,592,616,941,FAKE_DATA,0.0,0.0
34,NO,178,877,1198,FAKE_DATA,0.0,0.0
35,NN,312,989,1155,FAKE_DATA,0.0,0.0
36,NJ,675,477,919,FAKE_DATA,0.0,0.0
37,NG,597,905,1244,FAKE_DATA,0.0,0.0
38,NJ,705,786,1067,FAKE_DATA,0.0,0.0
39,NN,763,741,1187,FAKE_DATA,0.0,0.0
40,NJ,271,575,942,FAKE_DATA,0.0,0.0
41,NO,947,443,1183,FAKE_DATA,0.0,0.0
42,NO,488,969,1051,FAKE_DATA,0.0,0.0
43,NN,711,494,1291,FAKE_DATA,0.0,0.0
44,NG,896,913,1072,FAKE_DATA,0.0,0.0
45,NH,654,306,981,FAKE_DATA,0.0,0.0
46,NM,596,480,1333,FAKE_DATA,0.0,0.0
47,NG,626,283,1236,FAKE_DATA,0.0,0.0
48,NH,39,539,1240,FAKE_DATA,0.0,0.0
49,NH,750,445,1213,FAKE_DATA,0.0,0.0
50,NM,338,743,1175,FAKE_DATA,0.0,0.0
51,NC,272,704,1267,FAKE_DATA,0.0,0.0
52,NJ,887,267,1030,FAKE_DATA,0.0,0.0
53,NC,990,340,1108,FAKE_DATA,0.0,0.0
54,NG,175,216,1059,FAKE_DATA,0.0,0.0
55,NN,842,80,1280,FAKE_DATA,0.0,0.0
56,NN,26,549,1312,FAKE_DATA,0.0,0.0
57,NO,337,310,1163,FAKE_DATA,0.0,0.0
58,NJ,143,601,1163,FAKE_DATA,0.0,0.0
59,NO,59,377,1272,FAKE_DATA,0.0,0.0
60,NJ,929,282,958,FAKE_DATA,0.0,0.0
61,NM,559,346,1228,FAKE_DATA,0.0,0.0
62,NM,58,339,992,FAKE_DATA,0.0,0.0
63,NN,84,401,992,FAKE_DATA,0.0,0.0
64,NC,802,383,1230,FAKE_DATA,0.0,0.0
65,NM,543,293,943,FAKE_DATA,0.0,0.0
66,NJ,678,829,1151,FAKE_DATA,0.0,0.0
67,NN,397,305,1235,FAKE_DATA,0.0,0.0
68,NH,673,112,1282,FAKE_DATA,0.0,0.0
69,NG,784,58,953,FAKE_DATA,0.0,0.0
70,NO,886,683,915,FAKE_DATA,0.0,0.0
71,NH,404,560,1044,FAKE_DATA,0.0,0.0
72,NH,112,137,945,FAKE_DATA,0.0,0.0
73,NH,549,403,1168,FAKE_DATA,0.0,0.0
74,NH,141,4,1119,FAKE_DATA,0.0,0.0
75,NH,290,577,987,FAKE_DATA,0.0,0.0
76,NC,500,287,919,FAKE_DATA,0.0,0.0
77,NC,545,346,944,FAKE_DATA,0.0,0.0
78,NN,258,839,1059,FAKE_DATA,0.0,0.0
79,NM,605,876,1181,FAKE_DATA,0.0,0.0
80,NM,282,504,984,FAKE_DATA,0.0,0.0
81,NJ,512,146,1142,FAKE_DATA,0.0,0.0
82,NJ,439,537,1001,FAKE_DATA,0.0,0.0
83,NH,70,447,918,FAKE_DATA,0.0,0.0
84,NM,933,499,1224,FAKE_DATA,0.0,0.0
85,NJ,346,31,920,FAKE_DATA,0.0,0.0
86,NN,51,617,1348,FAKE_DATA,0.0,0.0
87,NJ,83,962,1345,FAKE_DATA,0.0,0.0
88,NH,874,829,1190,FAKE_DATA,0.0,0.0
89,NO,880,474,950,FAKE_DATA,0.0,0.0
90,NM,267,316,920,FAKE_DATA,0.0,0.0
91,NO,792,993,1049,FAKE_DATA,0.0,0.0
92,NO,533,553,1346,FAKE_DATA,0.0,0.0
93,NJ,365,420,1003,FAKE_DATA,0.0,0.0
94,NJ,572,49,1031,FAKE_DATA,0.0,0.0
95,NJ,990,838,1104,FAKE_DATA,0.0,0.0
96,NC,803,737,917,FAKE_DATA,0.0,0.0
97,NH,243,393,1221,FAKE_DATA,0.0,0.0
98,NM,666,331,1220,FAKE_DATA,0.0,0.0
99,NH,745,11,1347,FAKE_DATA,0.0,0.0
100,NJ,507,943,931,FAKE_DATA,0.0,0.0
101,NH,615,209,1173,FAKE_DATA,0.0,0.0
102,NN,381,543,1074,FAKE_DATA,0.0,0.0
103,NG,946,630,929,FAKE_DATA,0.0,0.0
104,NC,980,389,1194,FAKE_DATA,0.0,0.0
105,NG,929,378,1217,FAKE_DATA,0.0,0.0
106,NN,956,761,1252,FAKE_DATA,0.0,0.0
107,NC,734,230,1290,FAKE_DATA,0.0,0.0
108,NO,503,913,1346,FAKE_DATA,0.0,0.0
109,NH,802,221,1290,FAKE_DATA,0.0,0.0
110,NO,912,288,1235,FAKE_DATA,0.0,0.0
111,NC,837,744,1130,FAKE_DATA,0.0,0.0
112,NO,669,662,1075,FAKE_DATA,0.0,0.0
113,NC,214,150,1055,FAKE_DATA,0.0,0.0
114,NG,176,132,1045,FAKE_DATA,0.0,0.0
115,NH,313,745,1058,FAKE_DATA,0.0,0.0
116,NO,234,883,928,FAKE_DATA,0.0,0.0
117,NJ,702,760,1140,FAKE_DATA,0.0,0.0
118,NG,614,133,1295,FAKE_DATA,0.0,0.0
119,NH,25,835,950,FAKE_DATA,0.0,0.0
120,NC,682,808,1156,FAKE_DATA,0.0,0.0
121,NC,826,903,968,FAKE_DATA,0.0,0.0
122,NG,632,576,1203,FAKE_DATA,0.0,0.0
123,NO,683,958,1004,FAKE_DATA,0.0,0.0
124,NG,268,942,930,FAKE_DATA,0.0,0.0
125,NG,434,156,943,FAKE_DATA,0.0,0.0
126,NN,748,752,1334,FAKE_DATA,0.0,0.0
127,NC,425,967,1295,FAKE_DATA,0.0,0.0
128,NO,951,345,962,FAKE_DATA,0.0,0.0
129,NC,694,357,1122,FAKE_DATA,0.0,0.0
130,NH,438,181,952,FAKE_DATA,0.0,0.0
131,NG,491,600,1287,FAKE_DATA,0.0,0.0
132,NO,162,976,1323,FAKE_DATA,0.0,0.0
133,NO,989,470,949,FAKE_DATA,0.0,0.0
134,NO,171,87,1205,FAKE_DATA,0.0,0.0
